,time,age,state,gender,occupation,covid_stress,living_with,contacts,covid_info_time,P1,P2,P3,P4,P6,P5a,P5b,P5c,P5d,P5e,P5f,P5g,P5h,P5i,P5j,P7,P8,P9,G1,G2,G3,G4,G5,G6,G7,12grade_nextstep,12grade_choices ,12grade_W1,12grade_W2,12grade_W3,12grade_W4,12grade_W5,12grade_W6,emp_salary_cut,emp_travel,emp_transport,emp_personal_life,emp_pressure,emp_workplace,emp_workflow ,emp_layoffs,emp_fear,emp_screening,emp_canteen,emp_children,emp_body ,emp_preference,emp_performance,unemp_reason,unemp_newjob,unemp_support,unemp_borrow,school_grade,school_hours,school_focus ,school_parents_monitor,school_parents_involve,school_S1 ,school_S2,school_S3,school_S4,school_S5,school_S6,school_S7,school_S8,school_S9,school_S10,school_S11,school_S12,school_S13,school_tuition,school_body,school_rating,college_type,college_focus ,college_parents_monitor ,college_parents_involve,college_S1,college_S2,college_S14,college_S3,college_S4,college_S5,college_S15,college_S7,college_S6,college_S8,college_S9,college_S10,college_S11,college_S12,college_S13,college_hours,college_wakeup,college_rating,college_body,healthcare_contact,healthcare_extra_hours,healthcare_ppe,healthcare_stay,healthcare_mistreat,healthcare_career_risk,healthcare_salary_cut,healthcare_perks,healthcare_food,healthcare_shifts,healthcare_benifits,healthcare_regret,finalyear_plan,finalyear_hours,finalyear_change,finalyear_placements_virtual,finalyear_ms_choices,finalyear_ms_uncertain,finalyear_ms_anxious,finalyear_confidence,finalyear_placements_number,finalyear_S1,finalyear_S2,finalyear_S14,finalyear_S3,finalyear_S4,finalyear_S5,finalyear_S15,finalyear_S7,finalyear_S6,finalyear_S8,finalyear_S9,finalyear_S10,finalyear_S11,finalyear_S12,finalyear_S13,home_workload,home_sharing,home_hustle,home_financial_constraints,home_privacy,home_children,old_delivery,old_status,old_govt_benefits,old_friends,old_entertainment,old_medical_reviews,old_dependent,old_tech,healthcare_type,gad7
28,8/31/2020 13:45:10,48.0,Tamil Nadu,Male,Currently Unemployed,High,No,Yes. But I am not fazed by it.,<1 hour/day,1:00:00 AM,30.0,5:00:00 AM,3.0,Very Bad,Once or twice a week,Once or twice a week,Once or twice a week,Not during the past month,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month.,Once or twice a week.,Once or twice a week.,Several days,Several days,Several days,Several days,Several days,Several days,Several days,,,,,,,,,,,,,,,,,,,,,,,,Yes.,5.0,Yes.,Yes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
29,8/31/2020 13:45:24,19.0,Tamil Nadu,Female,Student in college but not final year.,Medium,No,Yes. And it is worrying.,<1 hour/day,12:00:00 AM,30.0,7:00:00 AM,5.0,Fairly good,Less than once a week,Once or twice a week,Not during the past month,Less than once a week,Not during the past month,Less than once a week,Less than once a week,Three or more times a week,Not during the past month,Not during the past month,Not during the past month.,Not during the past month.,Not during the past month.,Not at all,Not at all,Not at all,Several days,Several days,Several days,Several days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBA Hons,Yes,No,"Yes, they complement it. And I feel positive about it.",Medium,High,Medium,Low,,,,,,Low,Medium,Low,,,Very Low,4.0,Everyday.,3.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
30,8/31/2020 14:08:39,19.0,Maharashtra,Male,Student in college but not final year.,Medium,No,Yes. But I am not fazed by it.,<1 hour/day,11:30:00 PM,10.0,7:00:00 AM,8.0,Fairly good,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month.,Not during the past month.,Not during the past month.,Not at all,Several days,Several days,Several days,Several days,Not at all,Not at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B.Tech Mechanical engineering ,Yes,No,"Yes, they complement it. And I feel positive about it.",Very Low,Very Low,Low,Very Low,Very Low,Low,Medium,Low,,Very Low,High,Medium,Medium,Medium,Medium,5.0,Everyday.,3.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
31,8/31/2020 14:13:20,21.0,Tamil Nadu,Female,Student in Final Year of College,High,Yes,Yes. And it is worrying.,<1 hour/day,3:00:00 AM,30.0,2:00:00 PM,11.0,Very good,Three or more times a week,Once or twice a week,Once or twice a week,Once or twice a week,Three or more times a week,Three or more times a week,Less than once a week,Not during the past month,Not during the past month,Less than once a week,Not during the past month.,Not during the past month.,Three or more times a week.,More than half the days,Several days,Nearly every day,Several days,Several days,Several days,More than half the days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Higher studies in India,120.0,Yes,,,Yes. I might have to postpone applications to the next semester.,Yes,1.0,Yes,Medium,,,,Low,,,Medium,Low,,Very High,Very High,,Very Low,Very Low,,,,,,,,,,,,,,,,11
32,8/31/2020 14:13:27,21.0,Uttar Pradesh,Female,Student in Final Year of College,High,No,No.,>3 hours/day,2:00:00 AM,60.0,12:00:00 PM,6.0,Very Bad,Once or twice a week,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month.,Not during the past month.,Once or twice a week.,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Work (Private Sector),56.0,Yes,There is no difference,,Yes. I might have to postpone applications to the next semester.,,5.0,Yes,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Medium,Very High,Very High,Very High,Very High,Very High,High,Very High,,,,,,,,,,,,,,,,21
33,8/31/2020 14:13:30,20.0,Tamil Nadu,Female,Student in college but not final year.,Medium,No,Yes. And it is worrying.,<1 hour/day,11:30:00 PM,120.0,6:00:00 AM,4.0,Fairly Bad,Three or more times a week,Three or more times a week,Less than once a week,Less than once a week,Not during the past month,Less than once a week,Less than once a week,Three or more times a week,Not during the past month,Not during the past month,Not during the past month.,Not during the past month.,Once or twice a week.,More than half the days,More than half the days,More than half the days,More than half the days,More than half the days,More than half the days,More than half the days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Btech,Yes,No,"Yes, they complement it. And I feel positive about it.",Low,Medium,Medium,Low,Medium,Medium,Medium,Very High,High,Very High,Very High,Very High,Low,Medium,Medium,30.0,Everyday.,3.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
34,8/31/2020 14:21:05,19.0,Tamil Nadu,Male,Student in college but not final year.,Medium,No,No.,1-2 hours/day,12:00:00 AM,15.0,7:00:00 AM,7.0,Fairly good,Once or twice a week,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month.,Not during the past month.,Less than once a week.,Not at all,Several days,Several days,Not at all,Not at all,Several days,Not at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mechanical Engineering,No,Yes,"Yes, they complement it. And I feel positive about it.",Very Low,,,Low,Very Low,Very Low,Very Low,Very High,Very High,Very High,Very High,Very High,,High,Very High,6.0,Most of the time.,2.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
35,8/31/2020 14:22:15,22.0,West Bengal,Male,Working Professional,Medium,No,Yes. And it is worrying.,1-2 hours/day,3:30:00 AM,60.0,10:30:00 AM,6.0,Fairly good,Three or more times a week,Three or more times a week,Three or more times a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Three or more times a week,Three or more times a week,Once or twice a week,Not during the past month.,Not during the past month.,Three or more times a week.,Nearly every day,More than half the days,Nearly every day,Nearly every day,More than half the days,More than half the days,Nearly every day,,,,,,,,,No,We work from home.,"Yes, made commuting stressful",Yes,Yes,,No,No,0.0,We work from Home.,0.0,0.0,Yes,Going to my workplace.,Yes. It has gotten worse.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
36,8/31/2020 14:22:29,23.0,Tamil Nadu,Female,Student in college but not final year.,Medium,No,No.,1-2 hours/day,3:00:00 AM,30.0,7:45:00 AM,4.0,Fairly good,Three or more times a week,Three or more times a week,Less than once a week,Less than once a week,Less than once a week,Less than once a week,Less than once a week,Once or twice a week,Less than once a week,Less than once a week,Not during the past month.,Not during the past month.,Three or more times a week.,Not at all,Several days,Not at all,More than half the days,Several days,Not at all,Several days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Engineering,No,Yes,They are not involved at all.,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,25.0,Most of the time.,3.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
37,8/31/2020 14:23:05,20.0,Tamil Nadu,Male,Student in college but not final year.,Medium,No,Yes. But I am not fazed by it.,<1 hour/day,11:30:00 PM,30.0,7:30:00 AM,7.5,Fairly good,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month.,Not during the past month.,Not during the past month.,Several days,Several days,Not at all,Not at all,Not at all,More than half the days,Not at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MBBS,Yes,Yes,They are not involved at all.,Low,Very Low,Very High,Very High,Very Low,Very Low,Low,High,Very Low,Very Low,High,Low,High,Very Low,Very Low,12.0,Everyday.,3.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
38,8/31/2020 14:24:23,23.0,Telangana,Male,Student in Final Year of College,Medium,No,No.,1-2 hours/day,4:00:00 AM,5.0,11:00:00 AM,7.0,Fairly good,Less than once a week,Not during the past month,Once or twice a week,Not during the past month,Less than once a week,Less than once a week,Less than once a week,Once or twice a week,Not during the past month,Less than once a week,Not during the past month.,Not during the past month.,Less than once a week.,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Work (Private Sector),8.0,Yes,Normal process is better.,,Yes. I might have to postpone applications to 2022/ the intake next year.,Yes,1.0,Yes,Medium,High,Very High,Very High,High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Medium,,,,,,,,,,,,,,,,0
39,8/31/2020 14:25:40,20.0,Tamil Nadu,Female,Student in college but not final year.,Medium,No,Yes. And it is worrying.,<1 hour/day,4:00:00 AM,120.0,8:00:00 AM,4.0,Very Bad,Three or more times a week,Three or more times a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Once or twice a week,Not during the past month,Once or twice a week,Not during the past month.,Not during the past month.,Three or more times a week.,Several days,Several days,Nearly every day,Nearly every day,Nearly every day,Nearly every day,More than half the days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BDS,No,No,They are not involved at all.,,,,High,High,Medium,High,High,High,High,Very High,Very High,Very High,Very High,Very High,20.0,I've missed quite a lot of classes because I can't wake up.,2.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
40,8/31/2020 14:26:23,20.0,Tamil Nadu,Male,Student in college but not final year.,Medium,No,No.,<1 hour/day,12:30:00 PM,15.0,7:30:00 AM,7.0,Fairly good,Not during the past month,Once or twice a week,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Less than once a week,Not during the past month,Not during the past month.,Less than once a week.,Three or more times a week.,More than half the days,Several days,More than half the days,Nearly every day,More than half the days,More than half the days,Several days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Engineering,No,No,They are not involved at all.,Medium,High,High,High,Medium,Low,High,High,Medium,High,High,High,Medium,High,Medium,24.0,Most of the time.,3.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
41,8/31/2020 14:27:28,18.0,Tamil Nadu,Female,Student in college but not final year.,High,No,Yes. But I am not fazed by it.,<1 hour/day,1:00:00 AM,60.0,8:00:00 AM,6.0,Fairly good,Three or more times a week,Once or twice a week,Once or twice a week,Less than once a week,Less than once a week,Once or twice a week,Less than once a week,Once or twice a week,Once or twice a week,Once or twice a week,Less than once a week.,Less than once a week.,Three or more times a week.,More than half the days,Nearly every day,Nearly every day,Nearly every day,Several days,More than half the days,More than half the days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B.tech,No,No,They are not involved at all.,Low,Low,High,Low,Very Low,Very High,Very High,Medium,Medium,High,Low,Medium,Medium,Medium,Very High,26.0,Most of the time.,4.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
42,8/31/2020 14:29:01,20.0,Tamil Nadu,Male,Student in college but not final year.,Low,No,Yes. And it is worrying.,<1 hour/day,12:00:00 PM,10.0,6:30:00 AM,6.0,Fairly good,Less than once a week,Less than once a week,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Not during the past month.,Not during the past month.,Less than once a week.,Several days,Several days,Several days,Several days,Several days,Several days,Several days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Engineering,No,No,They are not involved at all.,,,Medium,,,,,,,,,,,,,30.0,Most of the time.,4.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
43,8/31/2020 14:29:23,22.0,Uttar Pradesh,Prefer not to say,Working Professional,Low,No,No.,<1 hour/day,4:00:00 AM,5.0,9:00:00 AM,5.0,Very good,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month.,Not during the past month.,Not during the past month.,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,,,,,,,,,No,We work from home.,,No,No,,No,No,0.0,We work from Home.,0.0,0.0,No,Working from home.,It's the same as before.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
44,8/31/2020 14:31:39,20.0,Maharashtra,Female,Student in Final Year of College,Low,No,Yes. But I am not fazed by it.,<1 hour/day,2:00:00 AM,25.0,9:00:00 AM,6.0,Fairly good,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Less than once a week,Not during the past month,Once or twice a week,Not during the past month.,Not during the past month.,Once or twice a week.,Nearly every day,More than half the days,Several days,Several days,Several days,Several days,More than half the days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Work (Private Sector),40.0,No,Normal process is better.,,,,3.0,Yes,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Low,Low,Very Low,Very Low,Medium,,,,,,,,,,,,,,,,11
45,8/31/2020 14:33:19,20.0,Tamil Nadu,Female,Student in college but not final year.,Medium,No,Yes. And it is worrying.,<1 hour/day,10:00:00 PM,30.0,7:00:00 AM,7.0,Fairly good,Not during the past month,Less than once a week,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Once or twice a week,Less than once a week,Not during the past month,Not during the past month,Not during the past month.,Less than once a week.,Less than once a week.,Not at all,Several days,More than half the days,Several days,Nearly every day,More than half the days,Several days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medical,No,No,"Yes, they complement it. And I feel positive about it.",Very Low,Very Low,Medium,Low,,Very Low,Low,Medium,Very Low,Low,Very High,Medium,High,High,Low,35.0,Most of the time.,3.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
46,8/31/2020 14:33:19,20.0,Tamil Nadu,Male,Student in college but not final year.,Medium,No,No.,<1 hour/day,11:30:00 PM,90.0,7:30:00 AM,6.0,Fairly Bad,Three or more times a week,Once or twice a week,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month.,Not during the past month.,Less than once a week.,Several days,Several days,Several days,Not at all,Several days,Several days,Not at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Degree ,No,Yes,They interfere a lot more now. And I don't like it.,,,,High,Very Low,Very Low,High,Very High,Very Low,Very High,Very High,Very High,Very High,Very High,Very High,27.0,Most of the time.,1.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
47,8/31/2020 14:36:04,20.0,Tamil Nadu,Male,Just finished 12th grade.,Low,No,Yes. But I am not fazed by it.,<1 hour/day,11:00:00 PM,15.0,6:00:00 AM,7.0,Very good,Not during the past month,Once or twice a week,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month.,Not during the past month.,Not during the past month.,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,4.0,No,Medium,Low,Very Low,Very Low,Very Low,Very Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
48,8/31/2020 14:36:30,24.0,Rajasthan,Male,Currently Unemployed,Low,No,Yes. And it is worrying.,<1 hour/day,11:00:00 PM,5.0,7:30:00 AM,8.0,Very good,Less than once a week,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month.,Not during the past month.,Not during the past month.,Not at all,Several days,Several days,Not at all,Several days,Several days,Several days,,,,,,,,,,,,,,,,,,,,,,,,No.,2.0,Yes.,No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
49,8/31/2020 14:37:09,21.0,Jharkhand,Male,Working Professional,Low,No,No.,<1 hour/day,6:00:00 AM,180.0,12:00:00 PM,0.0,Very Bad,Three or more times a week,Three or more times a week,Three or more times a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Less than once a week,Less than once a week,Less than once a week.,Once or twice a week.,Three or more times a week.,Nearly every day,More than half the days,More than half the days,Nearly every day,Nearly every day,Nearly every day,Nearly every day,,,,,,,,,No,We work from home.,,No,No,,No,No,0.0,We work from Home.,5.0,0.0,Yes,Working from home.,Yes. It has gotten worse.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
